en,md
mask,面罩；隱蔽；光罩；遮罩；防護面具；被膜
prize,音樂獎
pound,磅；雜湊
output,輸出；產出；排出量
novel,小說；新穎的
parking,停車；停泊；待機狀態
plate,板；平板；板塊；圖版；板料
adults,成年人
adjust,調整；平差
repeat,重複；複複
consent,同意；共識；插座
belief,信念
sheet,表；片；薄板；圖幅；片料
filter,濾器；過濾器；濾過；過濾網；濾波器；濾光鏡；濾層
cable,電報；電纜；纜線；線纜；纜索
boss,轂；凸面
import,進口；輸入；載入
household,家戶；家務管理
encounter,遭遇；看診；碰撞；偶遇
bid,投標
publication,出版
wire,線；鐵網；導線；金屬線
minor,次要；微量；小調；次要的
grab,抓取；抓斗
era,代；年代
announcement,發布
convert,轉換；改宗者
nurse,護士
motion,運動；動作
plane,面；平面；平面圖；扁平的
chart,表；圖；排行榜；圖表；海圖；航圖
dozen,一打
protein,蛋白質
escape,逃脫；逸出
database,資料庫
bodies,體
pace,速度；步調；送經
acknowledge,回應；確認；認可
jack,起重機；千斤頂；插口；鰺
airline,航線；航空公司
forecast,預測；預報
transition,轉換；變遷；過渡；轉場；轉銜；遞移
certificate,證書；憑證
manufacturing,製造；製造業
portfolio,檔案；投資組合；選集；作品集
religion,宗教
soul,靈魂樂
extension,延伸；伸展；擴展；分機；展延；外延；疾病蔓延；副檔名
ingredient,成分；組分；組成份
peak,峰；尖峰；峰頂；峰值；尖峰的
equity,權益；公平
appoint,委任
audio,聲音；音頻；成音
operator,算符；算子
tea,茶
circle,環；圓；度盤；群界
permission,許可制
rush,快跑；火急；急件；毛片
snow,雪；雪花
employ,使用；雇用
string,串；弦
comfort,舒適度；舒適性
segment,段；部門；區段；分段；節段
capability,能力
enforcement,強制
relief,地形；起伏；地勢；浮雕；凸紋
percentage,百分比；百分率
craft,工藝
examine,檢查
movies,電影
solar,太陽的
ocean,洋；海洋
awareness,認知；覺察；知曉
portion,部分；部份
neighbor,鄰
immediate,即時；直接的；立即的
destination,目的；目的地
feedback,回饋；反饋；回授；迴饋
milk,乳；乳液
input,投入；輸入
consequence,結果；後果
brief,簡潔
founder,沈沒；鑄工
wage,工資
icon,圖示；圖符
cancel,取消
therapy,治療；療法
trigger,觸發；觸發點
expression,式；表達；表白；壓榨；表達式
thread,螺紋
cite,引用
alcohol,醇；酒精；乙醇；醇類
flavor,風味
rescue,救援；救難
experiment,實驗；試驗
presentation,顯示；表達
prospect,探勘；潛在客戶
alert,警戒；警示；告警；警報信號
wash,尾流
territory,地區；領域；責任區
medium,媒介；中型；介質；培養基
meat,肉質
split,分裂；隙；分流；分列
shock,地震；衝擊；震動；休克；震波；爆震
remote,遠隔
beer,啤酒
salary,薪資；薪金
academy,學院；研究院；軍事院校
assess,評估；評鑑
acts,行動
squad,班
leaf,片；葉；葉端
conclusion,結論
eliminate,消除
pilot,駕駛員；引水人；導件
decrease,減少；減低
moments,矩
zero,零；零點
deposit,存款；存放；沈積；沉積物；堆積物；沈積物；礦床；送存
rally,拉力賽
cant,斜面；斜傾
reject,拒絕；拒收
finger,指；手指；指狀
aircraft,飛機；航空器；飛行器
sponsor,贊助商；贊助者
ratio,比；比例；比率；係數
lee,下風；下風處；背風處
passing,超車；矇混
smooth,光滑；平滑；小波；平滑的
engagement,交戰
shoulder,肩；路肩；肩部
extreme,極端；極端值；極值
currency,即時性
industries,產業
functions,職掌
comprehensive,綜合
earnings,盈餘；收益
promotion,推廣；促銷；增進；升遷；促進作用
specialist,專科醫師
lens,鏡頭；晶體；水晶體；透鏡
exposure,曝光；暴露；露頭；曝露；暴露時間
divide,除；分水嶺
sight,視；視覺；瞄準器；照準
carbon,碳；碳十四
constitution,組成；憲法；構成；構造；成份
instrument,工具；儀器；器具；儀表；器械
column,行；柱；欄；石柱；圓柱體；長柱；管柱
magic,幻；巫術
newsletter,通訊；新聞通訊；新聞信
implementation,實施；實現
pose,姿勢
retain,留存
factory,工廠
iron,鐵
self,自己的；自我
expansion,擴大；擴張；膨脹；擴充
consideration,考量；對價
efficient,有效率的
landscape,地景；競爭生態
heads,廁所
bind,結合；連結線
consistent,一致
bone,骨；硬骨
salt,鹽
reduction,還原；還原作用
junior,三年級生
subscribe,訂閱
chicken,雞
rear,後面；後部
cabinet,箱；櫃；內閣；機櫃；私室
components,成分
wrap,繞
shipping,運輸；運送；海運；發貨
suggestion,暗示
dish,碟形；雷達天線；碟型天線
disability,失能；能力喪失
mouth,口；出口
principal,主要；主要的；本金；中小學校長；主理人
painting,油漆；塗裝；塗刷
accurate,準確的
processing,處理；加工；製造加工；沖片
dose,劑量
yield,產量；產出；生產力；產率；降伏
attitude,態度；心態；姿態；姿勢；層態
agents,代理人
preference,優先；偏好；嗜好
covers,淹水
discount,折扣；折現
permanent,永久；永久性；永久性的
monitoring,監測；偵測；監聽
savings,節約
transportation,運輸；運送；轉運；搬運；傳送；輸送
transform,轉換；變換
pump,泵
harm,傷害
arrangement,安排；配置；排列；編曲
flash,閃光；閃燃；閃火點
submission,提交；臣服；順服
banking,銀行業；封爐
corruption,貪腐；變質；訛誤
definition,定義；清晰度
smoke,煙；煙霧
fifth,五度
climb,爬升
danger,危險
electricity,電；電力
highway,公路；高速公路
retirement,退休；後撤；汰除
proceed,繼續進行
achievement,成就
driven,被動；驅動
crown,冠；套；頂；隆起；樹冠；額頂；頂拱；路拱；冠部
exit,出口
stocks,系群
kingdom,界
violation,違規；違法
colour,顏色；音色
elect,選擇
acquisition,獲得；採購；收集；獲取；擷取；截獲
networks,網路；網絡
lab,實驗室；凝乳
tight,密
interior,內部；內部的
communicate,溝通
regions,區域
collaboration,合作；統合；協作；協同合作
tap,螺絲公
noise,噪音；雜音；雜訊；雜波
boot,靴；防塵套
scenario,劇本；情境；使用情境
tune,調和；調教；歌調；調諧
pocket,袋；口袋；袋部
script,腳本
yellow,黃色
installation,設備；裝置；安裝
depth,深度
hey,乾草
cream,乳油；乳劑
personnel,人員
android,人形機器人
democracy,民主
lane,車道；巷道
directors,董事
falls,瀑布
chip,晶片；碎片；薄片；單晶片；石片；晶粒
disaster,災害；災難；大災難；災禍
replacement,替代；更換；置換；重置；替代物
tower,塔；高標
extent,範圍
domain,域；範圍；領域
tone,音；色調；聲調；音調
illness,病
prompt,提示
evaluate,評估；評鑑
restore,復原；恢復原狀
comparison,比較
arise,發生
gender,性別
ruling,裁定；劃線
plot,圖；繪圖；圖表；作圖；試區；樣區
lifestyle,生活型態
distribute,分散
efficiency,效率；功率
vital,關鍵；活的；極重要
setup,設置；安裝
closing,封閉；結帳；密封；閉合
soil,土壤
moon,月球
hits,命中數
sick,病的；故障
interaction,互動；交互作用；相互作用
maker,標誌
chase,追逐戲；台框
classroom,教室
entity,實體；個體；實體物
orange,橙；橙色
attribute,特徵；屬性
seal,封；密封；海豹；認證標章
personality,人格
voting,投票
gray,灰色；灰的
drama,戲劇；戲劇片
smartphone,智慧型手機
contrast,對比；對照；反襯
retailer,分銷商
guidance,指導；指引；導引；導子；指導方針
mortgage,抵押；抵押權
subscriber,用戶；用戶線
crop,作物；剪裁；露頭；裁切；嗉囊
terrorist,恐怖份子
bound,界；限；界限；躍進；滾邊
proof,證明；對證；校樣；酒度
flood,洪水；漲潮；浸水；氾濫平原
formula,配方；公式
introduction,導論；導奏
ton,噸
preparation,準備；精選；預備；製備；選礦
slide,滑；滑板；滑動；幻燈片；玻片；導軌
stake,樁
marine,海洋；海洋的
alliance,聯盟；群團；群屬
dedicate,專屬
exception,聲明異議
raw,生的；溼寒
ear,代；耳；字耳
broadcast,廣播；撒布
disorder,失調；無序；無規律
cruise,巡弋；巡航
admission,進入；住院
securities,證券
opposite,對生
mp,中弱
statistics,統計；統計學
dispute,爭議；爭論；爭端
bench,台；架；工作台；階地；工作臺
applicant,申請人；申請者
fox,狐
stuck,阻塞
shake,振動；搖動
tourism,觀光；旅遊
acid,酸
convention,慣例；規約；慣則
specify,規定
fitness,適應；健身
discovery,發現；探索
thin,薄
threats,威脅
clothes,衣服
mining,探勘；採礦
amendment,修訂；校正
strip,帶；條；枝；拆卸；露天開採
expenses,支出；開銷
origin,起源；成因；原點；起始點；基原；起端
fabric,結構；織品；織物；組構；蒙布
cooking,烹調；烹飪；蒸煮
losses,損失；損耗
workshop,工作坊；機廠；維修廠
affiliate,聯盟；分公司
heritage,遺傳性
possession,財產；占有
counter,計數器
combat,戰鬥
resistance,抗拒；阻力；抵抗力；抗性；電阻
angle,角；角度；角鋼；攝影角度
start-up,起動
utility,設備；設施；效用；公用設施
globe,球；地球；地球儀
supplier,供應商；供應者
medication,用藥；療法；藥物治療
mechanism,機構；機制；機轉
neighborhood,鄰里
ford,淺灘
sensor,感應器；感測器；探測器
gate,閘；閘門；片門
hardware,硬體
bonus,獎金；紅利
knock,敲；碰撞；爆震
construct,構念
rail,軌道；欄杆；橫樑；軌條
subscription,預約；訂閱；簽署同意
concert,音樂會
tape,磁帶；捲尺
recognition,承認；辨識；識別；認列；採認；再認
drag,阻力；拖曳；拖把
behaviour,行為
consumption,消費；消耗；消費量；消耗量
wound,傷口；創傷
intervention,介入；干涉
interface,介面；界面
tooth,齒；牙齒
reputation,聲譽
framework,架構；框架；基本架構；構架；格架
agriculture,農業
legend,圖說；圖例
chocolate,巧克力；巧克力色
auto,自動
spell,拼寫
expertise,專長；專業性；專家知識；專家經驗
mirror,鏡；鏡子；鏡像；反射鏡
deck,疊；甲板；客艙
rice,米
limits,限制
compliance,依照；順從；循規；順服；順從性；順性；順應性
calculate,計算
knee,膝；彎曲；突降；彎曲處
password,密碼；通行碼
supplies,用品；補給品；供應品
franchise,加盟；特許；特許經營；特許權
cleaning,清潔；清除；清洗；透明法；洗煤
luxury,豪華型
equivalent,等值；相當值；當量
hidden,隱藏
pin,銷；插針；測針；銷子
tablet,平板；板晶
reverse,逆轉；逆向；反轉
shareholder,股東
troop,群
neck,頸；頸部；琴頸
arrival,到達
immigration,移民；移入；遷入；人口移入
gathering,集；匯集
shower,陣雨；淋浴；噴水器；噴壺
vendor,廠商；供應商；賣主
vegetable,蔬菜；植物的
smell,氣味；嗅覺
cape,岬；披肩；斗篷；地角
detect,檢測；偵檢
controls,控制措施；控制機構
bob,截尾
rape,油菜
agenda,議題；議程
refugee,難民
execute,執行
intention,意願；意圖；意向；癒合
margin,邊緣；保證金；邊界；限度；餘量；圖邊；邊限
module,模；模組；模數
channels,通道
roof,頂；屋頂
pure,純的；純粹的；純色
listing,列表；一覽表
criteria,標準；基準；準則
universe,宇宙；總體；母體；全域
